artist,告白/求婚,失戀/分手,工作/讀書,派對/狂歡,通勤/開車,運動
Abbey Cone,,,,,,
Abbie Piper,,,,,,
Abby Powledge,,,,,,
Abe Parker & Ryan Mack,,,,,,
Abel Korzeniowski,,,,,,
Abhi The Nomad,,,,,,
Abide,,,,,,
Abigail Mae,,,,,,
Above & Beyond (超越自我三人組),,,,,,
Absalan,,,,,,
Absnt Mind,,,,,,
Absolute area,,,,,,
Abus•Tanapima 阿布絲・塔娜比瑪,,,,,,
AcQUA源少年,,,,,,
"Academy of St Martin in the Fields, Antonio Vivaldi",,,,,,
"Accademia Bizantina, Ottavio Dantone, Alessandro Tampieri",,,,,,
Accordion Project,,,,,,
Ace,,,,,,
Ace Hood,,,,,,
Ace Millz,,,,,,
Ace Of Base (王牌合唱團),,,,,,
"Achilles, AndyG",,,,,,
"Achilles, DJ Fluke, Steeper",,,,,,
Acourve (어쿠루브),,,,,,
Acoustic Collabo (어쿠스틱 콜라보),,,,,,
Acoustic Guitars,,,,,,
Acoustic Hearts,,7.814476957706433,,,,
Acoustic Piano Club,,,,4.570854410643753,,
Acraze,,,,,,
"Adam Beyer, Bart Skils",,,,,,
"Adam Beyer, Joseph Capriati",,,,,,
Adam Crystal,,,,,,
Adam Doleac,,,,,,
Adam Hambrick,,,,,,
Adam Lambert (亞當藍伯特),,,,,,
"Adam Port, Stryv, Camila Cabello",,,,,,
Adam Wingard,,,,,,
Addison Rae,,,,,,
Addy Nagar,,,,,,
Ade,,,,,,
Adele (愛黛兒),1.9802291870378947,3.5241758828872145,,0.26887378886139723,0.5555724007816185,0.47453538284453606
Adelphi Music Factory,,,,,,
Adios Audio,,,,,,
Ado,1.6030426752211528,,,,1.0017138741365545,2.390252298772478
Adrian Franchi (雅利安‧佛蘭契),,,,,,
Adrian Johnston,,,,,,
Adrian Marcel,,,,,,
Adrian Milanio,,,,,,
Adrianne Lenker,,,,,,
Adriano Pepe,,,,,,
"Adriatique, Yubik, Vincent Vossen",,,,,,
Advanced,,,,,,
"Advanced, Jeonghyeon",,,,,,
Ae A,,,,,,
Aero Quartet,,,,,,
Aeroshift & Stefan Bors,,,,,,
Aerosmith (史密斯飛船),,,,,,
Affinity88,,,,,,
Afro B,,,,,,
Afrojack & Martin Garrix,,,,,,
"Afrojack, Black V Neck",,,,,,
"Afrojack, David Guetta",,,,,,
"Afrojack, Dimitri Vegas, Like Mike and NERVO",,,,,,
"Afrojack, James Arthur",,,,,,
"Afrojack, Jewelz & Sparks",,,,,,
"Afrojack,THIRTY SECONDS TO MARS",,,,,,
After 7,,,,,,
After School (애프터스쿨),,,,,,
Aftermorning X Vikash Kaser,,,,,,
Against the Current (逆流而上樂團),,,,,,
Agnes Obel (安涅歐貝),,,,,,
Agnez Mo,,,,,,
"Agus Zack, Axiver, Revealed Recordings",,,,,,
Ahmed Helmy,,,,,,
"Ahmed Helmy, Doppenberg, HEL:BRG",,,,,,
AiNA THE END,,,,,,
Aica,,,,,,
Aidan Martin,,,,,,
Aile The Shota,,,,,,
Ailee (에일리),,1.9536192394266083,,1.3331658697710946,,
Aimer,,,,,,
Aimer with Vaundy,,,,,,
Aimyon[愛繆],4.465618880973212,,,,,
Aina More,,,,,,
Aintops,,,,,,
Air Balloon Road,,,,,,
Air Supply (空中補給合唱團),,,,,,
Airbourne,,,,,,
Airliftz,,,,,,
Airman,,,,,,
"Airsand, Anza",,,,,,
Airwaves,,,,,,
Airwolf,,,,,,
"Aitch, AJ Tracey",,,,,,
"Aitch, Anne-Marie",,,,,,
"Aiwaska, Aquarius Heaven, Phunkadelica",,,,,,
Ak Benjamin,,,,,,
Akia,,,,,,
Akiko,,,,,,
"Akiko Suwanai, Pace Ennrico",,,,,,
Akon (阿肯),,,,,,
Al Green (艾爾格林),,,,,,
"AlaX, Julian Fox",,,,,,
Alabama Shakes,,,,,,
Alain Lemay,,,,,,
Alaina Castillo,,,,,,
Alan Jackson (亞倫傑克森),,,,,,
Alan Menken,,,,,,
"Alan Menken, Aladdin - Cast, Disney",,,,,,
"Alan Menken, Disney",,,,,,
"Alan Morris, Marco Cera",,,,,,
Alan Palomo,,,,,,
Alan Silvestri (亞倫席維斯崔),,,,,,
"Alan Silvestri, Cynthia Erivo, Disney",,,,,,
Alan Walker (艾倫沃克),,0.48461872605931366,,1.7716489963735478,1.3578048526502136,1.3757847533632286
"Alan Walker, Ava Max",,,,,,
"Alan Walker, Conor Maynard",,,,,,
"Alan Walker, FAANGS",,,,,,
"Alan Walker, Georgia Ku",,,,,,
"Alan Walker, ISÁK",,,,,,
"Alan Walker, Imanbek",,,,,,
"Alan Walker, Imanbek, Alok",,,,,,
"Alan Walker, Isabella Melkman, Katherine O'Ryan",,,,,,
"Alan Walker, K-391, Boy In Space",,,,,,
"Alan Walker, K-391, Sofia Carson",,,,,,
"Alan Walker, Noah Cyrus, Digital Farm Animals",,,,,,
"Alan Walker, Ruben",,,,,,
"Alan Walker, Sabrina Carpenter, Farruko",,,,,,
"Alan Walker, Sophia Somajo",,,,,,
"Alan Walker, Steve Aoki, Lonely Club",,,,,,
"Alan Walker, Trevor Daniel",,,,,,
"Alan Walker, salem ilese",,,,,,
Alanis Morissette (艾拉妮絲莫莉塞特),,,,,,
Alban Chela,,,,,,
"Albert Harvey, The Course",,,,,,
Alchimyst,,,,,,
Aldous Harding,,,,,,
Ale Mora vs Xavi & Gi,,,,,,
AleXa,,,,,,
Alec Benjamin,,2.2792224459977097,1.5480548984266458,,1.2879178381755703,
Aleksey Litunov,,,,,,
Alessandro Gilardi,,,,,,
Alessi Rose,,,,,,
Alessia,,,,,,
Alessia Cara,,,,,,
"Alessia Cara, Julia Michaels",,,,,,
Alesso,,,,2.324163259649366,1.6590128084973448,0.9115368935996739
"Alesso, Becky Hill",,,,,,
"Alesso, CORSAK",,,,,,
"Alesso, Charlotte Lawrence",,,,,,
"Alesso, John Newman",,,,,,
"Alesso, Katy Perry",,,,,,
"Alesso, Nate Smith",,,,,,
"Alesso, SACHA",,,,,,
"Alesso, Sick Individuals",,,,,,
"Alesso, Ty Dolla $ign",,,,,,
"Alesso, Zara Larsson",,,,,,
Alex & Sierra,,,,,,
Alex Adair,,,,,,
Alex Goot,,,,,,
"Alex Goot feat. Chrissy Costanza, Julia Sheer, Luke Conard, Chad Sugg, Miss Glamorazzi, Corey Gray",,,,,,
Alex Goot feat. Kurt Hugo Schneider & ATC,,,,,,
Alex Goot feat. Kurt Schneider & Chrissy Costanza,,,,,,
Alex Hall,,,,,,
Alex Lustig,,,,,,
"Alex M.O.R.P.H., Mark Sherry",,,,,,
"Alex M.O.R.P.H., Mhammed El Alami",,,,,,
"Alex Mueller, KATYA BLANCA",,,,,,
Alex Porat,,,,,,
Alex Riel & Stefan Pasborg,,,,,,
Alex Ryan,,,,,,
Alex Sampson,,,,,,
"Alex Skrindo, Matthi J",,,,,,
Alex Sonata,,,,,,
Alex Turner (北極潑猴之艾力克斯),,,,,,
Alex Ubago,,,,,,
Alex Warren,,,,,,
"Alex Warren, Gigi Perez",,,,,,
"Alex Warren, ROSÉ",,,,,,
Alexander 23,,,,,,
"Alexander 23, Cory Wong",,,,,,
Alexander Jean,,,,,,
"Alexander Popov, LTN",,,,,,
Alexander Stewart,,,,,,
Alexander Volosnikov,,,,,,
Alexandra Kay,,,,,,
Alexandre Desplat (亞歷山卓‧戴斯培),,,,,,
"Alexandre Desplat, James Horner, Thomas Newman",,,,,,
Alexandre Tharaud (亞歷山大．薩洛),,,,,,
Alexis Ffrench (亞歷克西斯・弗倫奇),,,,,,
Alexis Korner's Blues Incorporated,,,,,,
Alf Wardhana,,,,,,
Alfie Templeman,,,,,,
Ali Angel,,,,,,
Ali Gatie,,,,,,
Alice Cooper (艾利斯庫柏),,,,,,
Alice Francis,,,,,,
Alice In Chains (束縛艾利斯),,,,,,
Alice Pisano,,,,,,
"Alice Sara Ott,Ólafur Arnalds",,,,,,
Alice Vicious,,,,,,
Alicia Keys (艾莉西亞凱斯),2.822749058541595,1.6987993386318332,,,,1.1691451461387121
Alien Ant Farm (外星螞蟻養殖場),,,,,,
Aliotta haynes Jeremiah,,,,,,
Alison Balsom (艾莉森‧鮑爾珊),,,,,,
Alison Goldfrapp,,,,,,
Alison Krauss,,,,,,
Alison Wonderland,,,,,,
"Alison Wonderland, Whyte Fang",,,,,,
All Of You I Give,,,,,,
All Saints (聖女合唱團),,,,,,
All We Are,,,,,,
All of Me,,,,,,
All-4-One (合而為一合唱團),,,,,,
Allan Morrow,,,,,,
Alle Farben,,,,,,
Allen Watts,,,,,,
"Allen Watts, Jody 6",,,,,,
"Allen Watts, Talla 2XLC",,,,,,
Allie X,,,,,,
Ally Brooke,,,,,,
Ally Brooke & Matoma,,,,,,
"Ally Brooke, Afrojack",,,,,,
"Almero, Ansun, Julia Temos",,,,,,
"Almero, Paul Green, Fred Chase",,,,,,
Almost Monday,,,,,,
Aloe Blacc,,,,,,
Alok,,,,,,
Alok & Gui Boratto,,,,,,
Alok & Harrison,,,,,,
Alok & Sevenn,,,,,,
Alok & VIZE,,,,,,
Alok & Vintage Culture,,,,,,
Alok & ÜHÜ,,,,,,
"Alok, ALTA, Robert Falcon, Jess Glynne",,,,,,
"Alok, Anitta",,,,,,
"Alok, Ava Max",,,,,,
"Alok, Axel Cooper, Stefy De Cicco",,,,,,
"Alok, Bebe Rexha",,,,,,
"Alok, Bloodline",,,,,,
"Alok, Dynoro",,,,,,
"Alok, Ella Eyre, Kenny Dope",,,,,,
"Alok, Ely Oaks",,,,,,
"Alok, Ilkay Sencan",,,,,,
"Alok, James Arthur",,,,,,
"Alok, James Hurr, Supafly",,,,,,
"Alok, Kylie Minogue",,,,,,
"Alok, Mondello' G, CERES",,,,,,
"Alok, SCRIPT",,,,,,
"Alok, Sigala, Ellie Goulding",,,,,,
"Alok, THRDL!FE",,,,,,
"Alok, The Chainsmokers, Mae Stephens",,,,,,
"Alok, VINNE & MC Lan",,,,,,
"Alok, Zeeba and IRO",,,,,,
"Alok, Zeeba, Portugal. The Man",,,,,,
Alpha Wave Movement,,,,,,
AlphaLove,,,,,,
Alphadog,,,,,,
Alphadogs,,,,,,
Alpharock,,,,,,
"Alpine Decline, The Bedstars, 埃莉諾, LOW BOW, 最後三分鍾, Soviet Pop, The Fuzz, The Maples, X is Y, 迷塗, The Dyne, iimmune",,,,,,
Alvaro Soler,,,,,,
Alvin Queen Trio,,,,,,
Always Summer,,,,,,
Aly & AJ,,,,,,
Aly & Fila (亞力與斐拉),,,,,,
Amanda Cy,,,,,,
Amaranthe,,,,,,
Amason,,,,,,
"Amazing Spa Music, Alpha Brain Waves, Relaxing Music",,,,,,
"Amber Mark, Anderson .Paak",,,,,,
Ambrose Akinmusire,,,,,,
Ambulo,,,,,,
Amelia Warner,,,,,,
Amelie Lens,,,,,,
American Authors,,,,,,
Ameritz - Tribute,,,,,,
Ami,,,,,,
Amind Two Guys,,,,,,
Aminé,,,,,,
Amorphous,,,,,,
Amplite,,,,,,
Amtrac,,,,,,
Amy Ahn,,,,,,
Amy Lauren (艾咪蘿倫),,,,,,
Amy Shark,,,,,,
Amy Winehouse (艾美懷絲),,,,,,
An Introduction to Youth,,,,,,
An&Ca,,,,,,
"Anabel Englund, Kamino",,,,,,
Anael & Bradfield,,,,,,
Analog Heart,,,,,,
Ananya Birla,,,,,,
Anastacia (安娜賈西亞),,,,,,
Anatomy Rabbit,,,,,,
Andain,,,,,,
Andante : M Christmas,,,,,,
Andero & Nectum,,,,,,
Anders Holte (安德斯‧霍特),,,,,,
Anderson .Paak,,,,,,
Andr,,,,,,
Andra Day,,,,,,
"Andrea Datzman, Curtis Green",,,,,,
"Andreas Ottensamer, Julien Quentin",,,,,,
"Andreas Ottensamer, Schumann Quartett, Gunars Upatnieks",,,,,,
Andreas Wijk,,,,,,
Andrew Bayer (安德魯貝爾),,,,,,
Andrew Belle,,,,,,
Andrew Gold,,,,,,
Andrew Land,,,,,,
"Andrew Lloyd Webber, ‘Jesus Christ Superstar’ 1996 London Cast",,,,,,
Andrew Rayel,,,,,,
"Andrew Rayel, Digital X",,,,,,
"Andrew Rayel, Robbie Seed, Jimmy Chou",,,,,,
Andrew Wyatt,,,,,,
Andreya Triana,,,,,,
Andria Rose,,,,,,
Andromedik,,,,,,
Andsick,,,,,,
Andup (앤덥),,,,,,
Andy C,,,,,,
Andy Caldwell (安迪寇威爾),,,,,,
Andy Gibb (安迪吉普),,,,,,
Andy Grammer (安迪葛瑞墨),,,,,,
"Andy Moor, Ashley Wallbridge",,,,,,
Andy Williams (安迪威廉斯),,,,4.570854410643753,,
"AndyG, CAMPS",,,,,,
Angela Bofill (安琪拉波菲),,,,,,
Angus Tung (童安格),,,,,,
Animal Confession,,,,,,
Anish Sood,,,,,,
Anita Baker (安妮塔貝克),,,,,,
Anita Ward,,,,,,
Anitta,,,,,,
"Anja Lechner, Pablo Márquez",,,,,,
Anjunabeats Club Mixes,,,,,,
Ann Annie,,,,,,
Anna Azusa Fujita,,,,,,
Anna Kendrick,,,,,,
Anna Lunoe,,,,,,
Anna Of The North,,,,,,
Anna Ross,,,,,,
"Anna of the North, Gus Dapperton",,,,,,
Anne-Marie,1.0065616797900263,1.0903921336334559,0.8640306409823139,,1.3178694158075601,1.7509987770077455
Anne-Marie x KSI x Digital Farm Animals,,,,,,
"Anne-Marie, Little Mix",,,,,,
"Anne-Marie, MINNIE, (G)I-DLE",,,,,,
"Anne-Marie, Niall Horan",,,,,,
Annie Lennox (安妮藍妮克絲),,,,,,
Annika Wells,,,,,,
Anonymous Artists (어나니머스 아티스트),,,,,,
Another Level (超凡四帥合唱團),,,,,,
Ansolo,,,,,,
"Ansolo, Special Features",,,,,,
Anson Lo 盧瀚霆,,7.442359007339459,,,,
Anson Seabra,,,,,,
AnswerD,,,,,,
AntMan 以仁,,,,,,
Anthem,,,,,,
Anthem Mixed Up (連續電音王),,,,,,
Anthony Brown & group therAPy,,,,,,
Anthony Hamilton (安東尼漢彌頓),,,,,,
Anthony Lazaro,,,,,,
Antiserum,,,,,,
"Anton Powers, Pixie Lott",,,,,,
"Antonio Brandolini, Gianmarco Silvetti, Daryus, Alex de Lemos, Schaller, Dynamic David, Nia Martin, Boy Funktastic, Wes Bonaventure, Four Rooms, Tripmann, Ivan Spell, Jonny Bee, Daviddance, Dicosta, Machingun, Joven Misterio, Jane Klos, Aki Drope, Giacomo",,,,,,
"Antonio Vivaldi,J.S. Bach,Handel (韋瓦第, 巴哈, 韓德爾)",,,,,,
"Anuel AA, Daddy Yankee, Karol G",,,,,,
Anyma,,,,,,
Aoe,,,,,,
Aooo,,,,,,
Aoyama Thelma (青山黛瑪),,,,,,
Apashe,,,,,,
Aphex Twin (艾費克斯雙胞胎),,,,,,
Apink,,,,1.0548125563024047,,2.689033836119038
"Apio, Funguz, Kaiel Chen",,,,,,
Apollo 440,,,,,,
Appetizer,,,,,,
Approaching Nirvana,,,,,,
Apr1x,,,,,,
Apro,,,,,,
Aqours,6.689059890240992,,,,,
Aqua (水叮噹合唱團),,,,,,
Aqua Timez,,,,,,
"Aqua, Tiësto",,,,,,
Aquilo,,,,,,
Arc North,,,,,,
Arca,,,,,,
Arcade Fire (拱廊之火樂團),,,,,,
Archie Hamilton,,,,,,
Arctic Monkeys (北極潑猴),,,,,,
"Arem Ozguc, Arman Aydin, Onur Atli",,,,,,
"Areni Agbabian, Nicolas Stocker",,,,,,
Aretha Franklin (艾瑞莎弗蘭克林),,,,,,
Ari Abdul,,,,,,
Ari Naman,,,,,,
Ari Roar,,,,,,
Arian,,,,,,
"Ariana DeBose, Disney",,,,,,
Ariana Grande,1.803423009623797,1.006409911219768,0.39405033778132803,0.6925536985823868,0.5073615726146186,1.7112033502575696
"Ariana Grande, Brandy, Monica",,,,,,
"Ariana Grande, Justin Bieber",,,,,,
"Ariana Grande, Social House",,,,,,
"Ariana Grande,Nicki Minaj,Jessie J",,,,,,
"Ariel Camacho y Los Plebes del Rancho, Ariel Camacho Y Los Plebes del Rancho",,,,,,
Ariel Tsai (蔡佩軒),1.2947652376786236,3.6066816727875843,0.9526491682625511,,0.7925648234926586,
Arise,,,,,,
Arizona Zervas,,,,,,
"Arizona Zervas, 24kGoldn",,,,,,
Arlen Ness,,,,,,
"Arlissa, Jonas Blue",,,,,,
Armaan Malik,,,,,,
Armadillos After Dark,,,,,,
"Armand van Helden, Riva Starr",,,,,,
Armani White,,,,,,
Armin van Buuren & Mr. Probz,,,,,,
Armin van Buuren (阿曼凡布倫),,,,3.293703913552116,0.37879936416928534,1.107249226637251
Armin van Buuren feat. Adam Young,,,,,,
Armin van Buuren feat. Cimo Fränkel,,,,,,
Armin van Buuren feat. Rock Mafia,,,,,,
"Armin van Buuren, AVIRA",,,,,,
"Armin van Buuren, Cosmic Gate",,,,,,
"Armin van Buuren, Glockenbach",,,,,,
"Armin van Buuren, Matoma",,,,,,
"Armin van Buuren, Punctual",,,,,,
"Armin van Buuren, SACHA",,,,,,
"Armin van Buuren, Sam Gray",,,,,,
"Armin van Buuren, Sunnery James & Ryan Marciano",,,,,,
"Armin van Buuren, Vini Vici",,,,,,
"Armin van Buuren, W&W",,,,,,
Armnhmr,,,,,,
Armor,,,,,,
Arnold Kasar,,,,,,
Aromaticore,,,,,,
Artem Simonov,,,,,,
Artemas,,,,,,
Arthur Hill,,,,,,
Arthur Rubinstein (魯賓斯坦),,,,,,
"Artificial Intelligence, Mohican Sun",,,,,,
Arty,,,,,,
Aryue,,,,,,
As I am,,,,,,
As One (애즈 원),,,,,,
Asa Bjorg,,,,,,
AshRock,,,,,,
Ashanti (亞香緹),,,,,,
Ashe,,,,,,
Ashley,,,,,,
"Ashley Cooke, Brett Young",,,,,,
Ashley Kutcher,,,,,,
Ashley O,,,,,,
"Ashley Park, Chris Alan Lee",,,,,,
Ashley Ryan,,,,,,
Ashley Tisdale (艾希莉),,,,,,
"Ashley Wallbridge, Pulse Gate, Ava Silver",,,,,,
Ashmute,,,,,,
Ashnikko,,,,,,
Asiaboy 禁藥王 & Lizi 栗子,,,,,,
Asian Doll,,,,,,
Asioto,,,,,,
Aso,,,,,,
Astral Wonder,,,,,,
Astrid S,,,,,,
"Astrig Siranossian, Philharmonie Südwestfalen, Nabil Shehata",,,,,,
Astrud Gilberto,,,,,,
At The Piano,,,,,,
Atarayo,,,,,,
Atarii,,,,,,
Atlant!c,,,,,,
Atlantic Starr,,,,,,
Atmospheric Lights,,,,,,
Attila Fias,,,,,,
Au/Ra,,,,,,
"Au/Ra, Alan Walker",,,,,,
AuZTIN,,,,,,
"Audien, MAX",,,,,,
Audioslave (音魔合唱團),,,,,,
Audrey Hobert,,,,,,
Audrey Mika,,,,,,
Audrey Nuna,,,,,,
August Alsina,,,,,,
August Moon,,,,,,
August Royals,,,,,,
August Rush Music From The Motion Picture (把愛找回來電影原聲帶),,,,,,
Aura Dione,,,,,,
Austin Giorgio,,,,,,
Austin Mahone,,,,,,
Austn,,,,,,
Austra,,,,,,
Autoerotique,,,,,,
"Autoerotique, BROHUG",,,,,,
Autogenic Training Specialists,,,,,,
"Autogenic Training, Autogenic Training Collective, Autogenic Training Music Experience",,,,,,
Autograf,,,,,,
AvAlanche,,,,,,
"AvAlanche, Bastian.V",,,,,,
Ava Max (艾娃麥絲),,,,,0.7133083411433927,3.8060171218915615
"Avancada, Darius & Finlay",,,,,,
Avant (阿凡),,,,,,
Avantgarden Party,,,,,,
Avao,,,,,,
Aven.L,,,,,,
Avenue Beat,,,,,,
Avery Anna,,,,,,
"Avery Anna, Dylan Marlowe",,,,,,
Avery Lynch,,,,,,
Avery*Sunshine,,,,,,
"Avi Snow, Zeeba, Peter Guzman",,,,,,
