playlist_id,title,description,image_url,status,error
SkdYgohAiJWQ2ewddR,嘻哈打工仔！Loco 和大家的合作曲,"隸屬於南韓嘻哈廠牌 AOMG 旗下的 Loco ，2012年獲饒舌歌手競賽節目《Show Me The Money》第一季冠軍，而受到嘻哈圈的注目禮。他向來以清晰的咬字和充滿感性的抒情歌詞受到大眾喜愛，成為知性嘻哈的代表。

不僅在嘻哈圈享有名氣，就連K-POP歌手也爭相邀約合作，甚至也能在許多人氣韓劇的 OST 都能聽見 Loco 清脆的聲音。",https://i.kfs.io/playlist/global/63822286v2/cropresize/300x300.jpg,ok,
KrQIXdLrH4IoxG9Yvc,工作BGM效率UP,工作時聽歌，靈感源源不絕👍💪✅,https://i.kfs.io/playlist/global/23023932v9/cropresize/300x300.jpg,ok,
DaLPGOpq6hWuPeqfRl,偶像打工去！聽 EXO 和別人的合作,歌藝、Rap 樣樣通，就算和別人合唱也好好聽，這些EXO團員們到處和別人打工的歌曲，你都聽了嗎？,https://i.kfs.io/playlist/global/60357839v1/cropresize/300x300.jpg,ok,
9_O1A4F5mE4IEca6XW,專心唸書工作時聽這些,"Deadline在即，還在摸東摸西？
點進這張歌單，速戰速決他！！！
DJ蘑菇",https://i.kfs.io/playlist/global/60853758v1/cropresize/300x300.jpg,ok,
8tqyveashJlCfOBigX,工作放鬆提神：小資族的午茶咖啡時光,讓最鬆弛的心靈節拍引領你恢復到最佳狀態,https://i.kfs.io/playlist/global/52040325v1/cropresize/300x300.jpg,ok,
WnTnlxLZBhWIsWCLAm,向薪水前進的上班路（출근길도 화이팅!)持續更新,출근길도 화이팅 / 今天的上班路也有我陪你✨,https://i.kfs.io/playlist/global/56992817v5/cropresize/300x300.jpg,ok,
SkZl_XgwiJWQ1T-FJR,居家上班上課首選：靜心鋼琴曲,用輕柔舒服的鋼琴曲，成為能幫助你沈澱心情、專心工作與唸書的背景音樂吧,https://i.kfs.io/playlist/global/70389469v1/cropresize/300x300.jpg,ok,
CtuUPAuwcKhiRmPffm,【上班必備】40首讓辦公室變成咖啡館的歌曲,想像一個無所事事的午後時光,https://i.kfs.io/playlist/global/31024775v85/cropresize/300x300.jpg,ok,
WogsOI7ZlXeRDIUmD6,上班累了嗎？K-療癒，放鬆一下,"上班累了嗎？
來聽K療癒放鬆一下
加油！",https://i.kfs.io/playlist/global/52006065v3/cropresize/300x300.jpg,ok,
LapU92yaVThOFfitTj,舒壓好歌 : 上班不憂鬱,,https://i.kfs.io/playlist/global/51978183v14/cropresize/300x300.jpg,ok,
LZWKhjFCYzN15CrrRC,上班提神劑！(출근 파이팅!) 持續更新,"#上班振奮心情 #瞌睡救星 上班兩小時聽專用！累了嗎？讓韓樂幫你提提神吧～
Cover: ATEEZ",https://i.kfs.io/playlist/global/72929428v28/cropresize/300x300.jpg,ok,
Ws0LJiPyp1sPnZEx1P,上班憂鬱OUT❎這些歌給你一天滿滿的活力！,"認真工作的你 ,辛苦了!!
讓這份歌單陪伴你度過漫漫工作日,
再撐一下💪🏻聽完就快樂打卡下班🎉💼👋🏻",https://i.kfs.io/playlist/global/13653566v23/cropresize/300x300.jpg,ok,
GrkDaXT6iNRITpu2as,上班族必練的25首日本KTV神曲,,https://i.kfs.io/playlist/global/77010013v1/cropresize/300x300.jpg,ok,
GriNL_SKiNRIQWIdoi,上班通勤路隨身聽,"無論是情緒低落時，或是昏昏沉沉的時候，都讓這張歌單，用搖滾樂與獨立替你加油打氣，或是澎湃的流行樂讓你感受滿滿的能量❤️❤️❤️

Photo Credit:  @jacquiemunguia on Unsplash.",https://i.kfs.io/playlist/global/67104837v15/cropresize/300x300.jpg,ok,
-sK6TnU0TtxgVr11DG,上班前的慢活 (출근하기 전에) 持續更新,출근하기 전에 / 上班出門前 也可以很從容 用慢活的態度 迎接忙碌的一天,https://i.kfs.io/playlist/global/24628889v2/cropresize/300x300.jpg,ok,
L_HcReEYZyv3KdDuj8,上班也要元氣喲！！！,,https://i.kfs.io/playlist/global/52001474v1/cropresize/300x300.jpg,ok,
8rCJkZOD0-n8TkMt3b,上班上課好煩！聽韓樂超療癒！,上班上課雜事超多，不要激動，聽這張療癒歌單就對了~,https://i.kfs.io/playlist/global/47169591v1/cropresize/300x300.jpg,ok,
GtZpZHP-D--03Pvc9P,【英文兒歌】2-4歲 ❤️中班 小班 英文兒歌,,https://i.kfs.io/playlist/global/64295845v1/cropresize/300x300.jpg,ok,
PXXyR_w-T1DRN4cWym,上班音樂,,https://i.kfs.io/playlist/global/60960440v2/cropresize/300x300.jpg,ok,
KpH9vHHPwNsRhRzxpL,2-4歲❤️ 中班小班中文兒歌一起唱,,https://i.kfs.io/playlist/global/64296162v1/cropresize/300x300.jpg,ok,
5XLUhaVdCAvDE7vVGq,上班族姐姐！KPOP 男神來幫你提神啦,"每天上班精神渙散提不起勁嗎？
如同行屍走肉，失去生活動力嗎？
集結各時代韓流男神經典歌曲~35首卡特精選！
小資女孩 Fighting !!!",https://i.kfs.io/playlist/global/60413937v1/cropresize/300x300.jpg,ok,
_ZGGEzvPztVJyzL57M,上班族工作專用！超療癒抒壓韓樂,卡特精選30首治癒型 KPOP，上班時放下去就對了 Fighting!!!,https://i.kfs.io/playlist/global/49701798v1/cropresize/300x300.jpg,ok,
Kt8qHJlCTodxLKzhLe,上班族KPOP初沉船-更新中,"這半年來變成一個徹底的KPOP小粉絲，上班的耳機音樂從獨立搖滾變成KPOP男女團舞曲大合集，歡迎需要提神的朋友一起加入我！

（然後研究了半年覺得男團比女團有趣）（在這歌單裡有收到兩首以上的就是真愛）

［想到就更新］",https://i.kfs.io/playlist/global/62791487v3/cropresize/300x300.jpg,ok,
4nDd_OTI2aVxYDhUE_,放個上班族的暑假吧,暑假是什麼? 距離上次放暑假是N年前了吧，難道這就是上班族的宿命嗎?,https://i.kfs.io/playlist/global/59823835v1/cropresize/300x300.jpg,ok,
DXApt-_kHhl4t-CrPg,上班族百憂解：工作疲累的時候，聽這些歌就開心,"所有的憂愁都有終了的時候。心理學家用科學證明了這一點。
困難的是，煎熬的過程如何度過？
點燃心裡的熱血，是必要的。

於是有些歌曲，就這麼進到我們心坎裡了。
幽默的、嘶吼的、豁達的（洗腦的）…...
音樂裡頭，反映的總是高低起伏、但得要開心過著的人生。

四葉草：好想你（ 老闆不要太想我，我有自己要想的人）
慢慢說樂團： 五虎 （老虎沒有發威，老闆別把我當病貓）
五月天：ＯＫ啦 （麥想不開，凡事都ＯＫ啦）
五月天：憨人 （不學奸巧，甘願做憨人）
田馥甄：姐 （就算天塌了，姐也無所謂）
謝和弦：於是長大了以後（ 登大人以後，就知道愛拚才會贏）
蘇打綠：他夏了夏天 （不介意命運捉弄，在崗位上做個小小英雄）
五月天：生存以上生活以下（ 超越明天的節奏，尋找生存以外的生活）
劉若英：我要你好好的（ 順境逆境都要好好的
謝震廷：走（不要只管對錯，把久違的自由還給我）
Kally Clarkson：stronger（ 上班前聽的強心針）
五月天：乾杯（下班後美麗的小小哀愁）
Jason Maraz：I’m yours（ 生命就該浪費在美好的事物上）",https://i.kfs.io/playlist/global/37625017v1/cropresize/300x300.jpg,ok,
PYmpXHwIpiAuafsZs5,小資上班族的忙裡偷閒,上班好煩悶，真想偷懶一下用音樂充充電,https://i.kfs.io/playlist/global/11277560v1/cropresize/300x300.jpg,ok,
WlBmhPKz40UJ7gixF5,上班族們燃燒你的鬥魂吧！,,https://i.kfs.io/playlist/global/52009829v1/cropresize/300x300.jpg,ok,
4rAJjh_o9kvNgjlCie,上班族的日常,,https://i.kfs.io/playlist/global/35320761v2/cropresize/300x300.jpg,ok,
9_TtkjF5mE4IEX1LNZ,通勤INDIE：上班族音樂正能量膠囊（12/28更新）,早晨時間，給自己50分鐘開心的機會。,https://i.kfs.io/playlist/global/62588043v12/cropresize/300x300.jpg,ok,
_X4PR2T_q4_JK9vTh4,聽苦讀的：熬夜加班讀書音樂,懂聽懂熬夜苦讀,https://i.kfs.io/playlist/global/67176002v1/cropresize/300x300.jpg,ok,
Cp30vjFAINR0V8WsgR,📖 搶救期末大作戰！讀書專用 K-POP,"這是一張來自網友們的推薦歌單！（根據主題不定期更新）

讀書聽什麼？搶救期末大作戰！跟著推薦一起當嗑書蟲！

＊來自 Instagram 韓樂專屬帳號 ＠kkbox_kpop 韓吉包 網友們的線上推薦！",https://i.kfs.io/playlist/global/64496300v3/cropresize/300x300.jpg,ok,
4snKsPWINYyiXx6QHu,輕音樂(Studying讀書時光) 歷年精選,2026-01,https://i.kfs.io/playlist/global/73211259v4/cropresize/300x300.jpg,ok,
X_syO8NEGc_ajr8P_w,聽電音讀書最專心 (18.3.22 更新),考季將到來，身為電音迷的你需要一張讀書專用的電音歌單。在這張歌單中，沒有一般電音舞曲的亢奮節奏或悠揚人聲，而是更多紓緩空靈的合成器音樂。歌曲選自Brian Eno、Air、Zero、Tycho與Deadmau5的最新及經典曲目，是專心讀書時最佳背景音樂。,https://i.kfs.io/playlist/global/42199482v2/cropresize/300x300.jpg,ok,
CpukoEFAINR0XOpdyQ,同學看這！寫作業讀書專屬 KPOP！,寫作業讀書就是要來首舒服 KPOP！卡特精選經典好歌！,https://i.kfs.io/playlist/global/54469577v1/cropresize/300x300.jpg,ok,
L_KwLDEIZyv3JqgZnC,讀書良伴！15首讓你大腦冷靜的應援曲,,https://i.kfs.io/playlist/global/42253556v1/cropresize/300x300.jpg,ok,
0nktkATSfFW0KH8VJw,考生看這！讀書考試專用 KPOP！,"需要好音樂才讀得下書的各位大大~哥幫你準備好了
精選35首療癒又提神的讀書考試專用 KPOP 
各類型美聲歌手~幫你排除讀書的煩躁",https://i.kfs.io/playlist/global/60431838v1/cropresize/300x300.jpg,ok,
CoS4vYHHWOmngsE3m5,讀書的時候，來點這樣的音樂,,https://i.kfs.io/playlist/global/47121038v1/cropresize/300x300.jpg,ok,
5XqQinVdCAvDGucU7e,純音樂：給喜歡沒歌詞的人，陪你讀書想東想西,,https://i.kfs.io/playlist/global/56924021v1/cropresize/300x300.jpg,ok,
8smPf2Jb8xOOg_4G02,來點吉他調味的讀書時間,讓吉他溫暖的聲音來陪伴你讀書吧！,https://i.kfs.io/playlist/global/68874828v1/cropresize/300x300.jpg,ok,
5ZZC9jRUMpn-z6zXl5,✨星夜之下 ⦙ 沈浸的工作讀書BGM 🌒,在充滿星星的夜晚，讓這些歌陪伴 work hard、study hard 的你度過吧！,https://i.kfs.io/playlist/global/76865934v1/cropresize/300x300.jpg,ok,
PXWWjNxOT1DRO2CQMd,專注聽古典：唸書閱讀良伴,"平靜心情又能專注在書本上的最佳演奏音樂！
讓我們按下歌單播放鍵、一起先做個深呼吸，然後開始今天的讀書行程吧！",https://i.kfs.io/playlist/global/68182718v1/cropresize/300x300.jpg,ok,
8oiGHH0PWzFpUE_Iys,輕音樂(Studying讀書時光) - 輕音樂．讀書必聽鋼琴演奏曲 (Piano BGM for Reading),,https://i.kfs.io/playlist/global/71465803v1/cropresize/300x300.jpg,ok,
0rPIbHjCzZ7WHNF3_c,爵士節拍譜出專屬讀書之秋的最佳配樂,在最適合閱讀的秋天，鋼琴與薩克斯風的爵士節拍，譜出專屬閱讀的最佳配樂。,https://i.kfs.io/playlist/global/77343478v1/cropresize/300x300.jpg,ok,
Xa_p3LLuONbo5tzGt7,想念你 - 朱俐靜紀念歌單,"朱俐靜 Miu 2009年參加《超級偶像》第三季獲得總冠軍，2013年發表首張專輯《存在的力量》一鳴驚人，獲得 KKBOX風雲榜「年度最佳新人奬」肯定，出道多年唱紅〈存在的力量〉、〈一千萬次的淚水〉、〈下一次擁抱〉等排行金曲，用音樂與笑容帶給大家滿滿正能量。

2020 年診斷出罹患乳癌後，朱俐靜積極對抗病魔，歷經兩年抗癌，日前家人證實朱俐靜 7月3日病逝消息，享年 40 歲。",https://i.kfs.io/playlist/global/73969604v1/cropresize/300x300.jpg,ok,
OtJ2_3e7PHGatnLzFm,專注念書臨時抱佛腳衝刺歌單,念書需要專注，有些歌可以沈澱心情；有些歌會讓自己情緒昇華，覺得自己正在做的事很棒；有些歌很輕快，可以讓腦袋運轉加快；還有些歌，是提醒自己坐太久了，可以起來動一動了！,https://i.kfs.io/playlist/global/47155821v1/cropresize/300x300.jpg,ok,
OnR095CGBBXEsm2qK1,念書輕聽：K書聽歌不分心,舒服的Chill節奏，K書聽歌不分心,https://i.kfs.io/playlist/global/70568199v1/cropresize/300x300.jpg,ok,
KoSuwouO60uHISXBQF,念念唱唱經典唐詩,,https://i.kfs.io/playlist/global/62777127v1/cropresize/300x300.jpg,ok,
Cp8Y6GFAINR0WoFwLl,念念唱唱學唐詩,,https://i.kfs.io/playlist/global/62777218v1/cropresize/300x300.jpg,ok,
P_E-MJExa4XsQMb_GJ,青春紀念冊：七年級生最愛金曲,前奏一下就能跟著唱，七年級生成長記憶中最有代表性的華語金曲,https://i.kfs.io/playlist/global/68846716v2/cropresize/300x300.jpg,ok,
H_6t9iVhX-E8Mkzpqy,這個冬夜還是會想念,看著倒數的號誌燈，奔跑穿梭街道，節奏過於快速的世界，歡樂與悲傷還來不及感受。慢下來聽著歌，想念離開的你，想念曾經的我們，想念逝去的愛情，走過回憶，走過夜晚的思緒，歌曲結束後說聲辛苦了，晚安。,https://i.kfs.io/playlist/global/63385518v1/cropresize/300x300.jpg,ok,
4sAJkzXoNYyiVLAUoc,聽鬼學大師 司馬中原講鬼 #鬼故事有聲書,,https://i.kfs.io/playlist/global/39923687v1/cropresize/300x300.jpg,ok,
Ornw6c9w_b3P37jO7G,盜墓風雲-鬼吹燈傳說 #鬼故事有聲書,,https://i.kfs.io/playlist/global/39881205v2/cropresize/300x300.jpg,ok,
KosQ3wuO60uHI5J_fH,睡前聽聽我的英語童話書♪♪,,https://i.kfs.io/playlist/global/56952540v1/cropresize/300x300.jpg,ok,
WoUcbx7JlXeRDe0WAq,後宮之寵血淚爭鋒史 #小說有聲書,,https://i.kfs.io/playlist/global/39881058v1/cropresize/300x300.jpg,ok,
5-K-bWk25_mo9ZYrCv,一千零一個陰陽夜 #鬼故事有聲書,,https://i.kfs.io/playlist/global/49682200v1/cropresize/300x300.jpg,ok,
9ZtufqhRQ1a9wjT0Sv,音樂懷念鐘鉉創作的動人旋律,"生於1990年4月8日的 SHINee 成員鐘鉉，除了創作 SHINee 代表作《View》的歌詞，並身兼製作人的身份曾為 IU、LEE HI 等歌手寫下膾炙人口的作品。

在鐘鉉個人作品中的演唱也不同於在團體中強力的方式，透過充滿實驗性、個人特色的編曲與內斂情感來詮釋專屬於鐘鉉的音樂世界。

雖然鐘鉉於2017年12月18日下午離世，得年 27 歲，但他的音樂將持續留在歌迷們的心中。

現在就用音樂懷念鐘鉉創作的旋律。",https://i.kfs.io/playlist/global/60106931v1/cropresize/300x300.jpg,ok,
9XsgWfNiUFThMmX43f,想念你 想我?傳送我的思念,想念是放手的副作用 你能感受到對你的思念嗎,https://i.kfs.io/playlist/global/77808355v9/cropresize/300x300.jpg,ok,
TZfhikwYZVlyXH9Gc9,江山美人愛恨情纏史 #小說有聲書,,https://i.kfs.io/playlist/global/39881057v2/cropresize/300x300.jpg,ok,
XaNrt5KeONbo5UKt9m,董運昌 - 最放鬆的不插電吉他輕音樂  –  讀書、工作、閱讀、紓壓 、睡眠用背景音樂,,https://i.kfs.io/playlist/global/64653580v1/cropresize/300x300.jpg,ok,
5-l2i0km5_mo-1fhSJ,讀書專用 K-pop 純音樂,給需要專注的你😊,https://i.kfs.io/playlist/global/60070308v1/cropresize/300x300.jpg,ok,
9aabVCXcIfG-JYwzrb,讀書用音樂ᕙ(  • ‿ •  )ᕗ,不管是考試讀書、休閒閱讀、甚至是助眠也可以的萬用歌單♪⁠ヽ⁠(⁠･⁠ˇ⁠∀⁠ˇ⁠･⁠ゞ⁠),https://i.kfs.io/playlist/global/54496387v1/cropresize/300x300.jpg,ok,
_azHD7fAhzgngXbeKH,咖啡廳時光☕️讀書勿擾歌單,,https://i.kfs.io/playlist/global/68891336v1/cropresize/300x300.jpg,ok,
4oowcV4RBrbXyXmSH4,讀書歌單,,https://i.kfs.io/playlist/global/39937961v1/cropresize/300x300.jpg,ok,
-sG0yZVkTtxgWxnADD,【Lo-Fi Hip Hop】東京居家放空讀書最佳音樂學伴,"Chillhop Radio - jazzy & lofi hip hop beats 
讀書放鬆必備",https://i.kfs.io/playlist/global/67708585v1/cropresize/300x300.jpg,ok,
KkZj0Q62_0Gg1T-CxB,Study with me：讀書的專注指南📔,聽著樂器聲一起進入書的世界！專注百分百🤓,https://i.kfs.io/playlist/global/71093148v1/cropresize/300x300.jpg,ok,
-sZQ5sUUTtxgVvwEiq,邊聽邊讀書,,https://i.kfs.io/playlist/global/66872535v2/cropresize/300x300.jpg,ok,
GmBk192hoIXuIH2SZ2,輕音樂(Studying讀書時光) - 輕音樂．純鋼琴讀書背景音樂 (Piano BGM for Studying),,https://i.kfs.io/playlist/global/73099437v1/cropresize/300x300.jpg,ok,
CojjqDHXWOmniypl60,純音樂 | 讀書音樂,想讀書放鬆靜一靜‘不定時更新,https://i.kfs.io/playlist/global/60076875v1/cropresize/300x300.jpg,ok,
GtygutP-D--00Ng9PL,讀書就是要聽慢旋律與外國歌,讀書讀書,https://i.kfs.io/playlist/global/54496777v1/cropresize/300x300.jpg,ok,
LYD5vYu4UkVZxBUcm6,不打擾讀書歌單,不打擾，是我的溫柔,https://i.kfs.io/playlist/global/63508312v2/cropresize/300x300.jpg,ok,
DYxWK5oFw4Kz62FUsJ,讀書好歌單#1 需要寧靜時,讀書無法靜心嗎？讓這一百首好歌陪你漫遊讀書時光吧！,https://i.kfs.io/playlist/global/68187126v1/cropresize/300x300.jpg,ok,
OoEPzyv-Usmp60hNFf,鋼琴閱讀(輕音樂Coffee)(大提琴輕音樂)(咖啡廳音樂) 歷年精選,2026-01,https://i.kfs.io/playlist/global/77573070v1/cropresize/300x300.jpg,ok,
HZ47BVjDzAH64dIk_C,聽閱讀的：觸摸文字與音樂的溫度,懂聽懂閱讀,https://i.kfs.io/playlist/global/61751035v15/cropresize/300x300.jpg,ok,
_Y0mDkxRZocp_E76v2,音樂情書 (純音樂) 歷年精選,2026-01,https://i.kfs.io/playlist/global/57187781v60/cropresize/300x300.jpg,ok,
TXE8kklJMxthyAA2AG,【閱讀必備】2小時輕音樂聽不完,,https://i.kfs.io/playlist/global/26526972v4/cropresize/300x300.jpg,ok,
HYETttZbXtNOaBRArK,【Relax BGM】放鬆陪讀背景音樂  吉他＆鋼琴 純演奏,,https://i.kfs.io/playlist/global/66152859v3/cropresize/300x300.jpg,ok,
0mxRhGQfTW0avHjBOY,迪士尼 Lo-Fi 精選：唸書、專注最佳陪伴音樂,迪士尼當家花旦 Minnie 也化身最佳陪伴的 Lo Fi Girl ，伴你在所有唸書、工作需要專注的時刻吧～,https://i.kfs.io/playlist/global/76179297v1/cropresize/300x300.jpg,ok,
4rtOnE-I9kvNgIzg6E,耳機裡的 Lo-Fi 獨處時刻：專注、放鬆、休息,最Chill的Lo-Fi節奏、加上爵士嘻哈風格的音樂，最適合想放鬆時、工作或唸書需要專注時、甚至想好好運動時或一個人喝咖啡放空時，用純演奏不打擾的音樂好好獨處一下吧,https://i.kfs.io/playlist/global/71270925v1/cropresize/300x300.jpg,ok,
9alvzdXcIfG-KFKcnm,考試前的專注好夥伴！,生平無大志，凡事只求六十分！考前珍貴的讀書時刻，就讓專注好夥伴們來陪伴。,https://i.kfs.io/playlist/global/60867964v1/cropresize/300x300.jpg,ok,
1YK9ujViGos-J4B3A_,Lofi 緩拍專注,,https://i.kfs.io/playlist/global/74938090v4/cropresize/300x300.jpg,ok,
DaI7oWoa6hWuOZu8wT,閱讀森林．專注生活,深呼吸、放輕鬆，試著讓自己保持心靈的寧靜，在大自然的雨聲鳥鳴之中，領悟書裡的真諦，並找到生活的價值。,https://i.kfs.io/playlist/global/67155904v1/cropresize/300x300.jpg,ok,
HZ7_iMizzAH66_ShNX,專注電子音,,https://i.kfs.io/playlist/global/74938103v4/cropresize/300x300.jpg,ok,
9Xz_J-MyUFThO7ZW-w,專注力提升：陪讀好歌 (08/31 更新),,https://i.kfs.io/playlist/global/21149086v2/cropresize/300x300.jpg,ok,
KpP_1_G_wNsRgnZJCL,專注唸書：迪士尼電影配樂精選,適合需要專注唸書、靜心工作時的迪士尼電影配樂精選,https://i.kfs.io/playlist/global/74265282v1/cropresize/300x300.jpg,ok,
1ZRXBzM-PcQzNwrbXX,開學之用功魔人、學霸必聽專注音樂！,最幫助專注、安靜、提升效率的療癒靈魂樂歌曲。,https://i.kfs.io/playlist/global/49687134v1/cropresize/300x300.jpg,ok,
4kTqHOUcs3de7iPw9l,專注力提升：告別分心 (12/29 更新),,https://i.kfs.io/playlist/global/21165896v1/cropresize/300x300.jpg,ok,
CtlQHvuQcKhiQsGHiy,【在家工作BGM】琴聲提升專注力,,https://i.kfs.io/playlist/global/66462891v4/cropresize/300x300.jpg,ok,
KtkG_jliTodxI-Es5S,咖啡日子：專注爵旅,,https://i.kfs.io/playlist/global/26530141v1/cropresize/300x300.jpg,ok,
Cr5iAcUzBQ3cWjOVqO,工作專注不受限，relax精選,,https://i.kfs.io/playlist/global/35264305v7/cropresize/300x300.jpg,ok,
TX45RNlpMxthzmu8ax,山系列：書桌前提升專注力...,"無論你正遠程工作、書桌前努力奮戰，
那肯定不能錯過「lofi Jazz Hip Hop」曲風！
提供給需要透過音樂提升專注力的樂迷，
隨著播放輕鬆、柔和的背景音樂，
結合ASMR聲響，更能體驗顱內高潮！

究竟什麼魅力，令許多人無時無刻都需要它的陪伴呢？
一起品味非常Chill的氛圍音樂吧！",https://i.kfs.io/playlist/global/66951436v4/cropresize/300x300.jpg,ok,
P-S7qqTyJkzqpPZjNR,Lofi節奏給你100分的專注📔,只有旋律的Lo-fi音樂，給你最純粹的感受！讓這個歌單陪你一起專注吧！🤓,https://i.kfs.io/playlist/global/70340612v8/cropresize/300x300.jpg,ok,
StSM3KoHjmVlBTaLma,專屬水瓶座：古靈精怪！敏銳心細！♒️,時序來到水瓶座的月份，從1/20到2/18出身的歌手都是水瓶座。他們古靈精怪，不按牌理出牌的個性，常常令人摸不透他們的想法；雖然平時總愛獨來獨往，但一旦你和他們交心，他們會是你最真誠的好友夥伴呢！有哪些歌手是水瓶座呢？直接聽歌單帶你來認識。,https://i.kfs.io/playlist/global/60960339v2/cropresize/300x300.jpg,ok,
_a-TRrewhzgni8S38j,期末考前的集氣：戴上耳機專心Ｋ書吧,這學期最後一哩路囉～不管結果好壞盡力就好！聽輕鬆的r&B度過K書的每一天吧！,https://i.kfs.io/playlist/global/59471613v1/cropresize/300x300.jpg,ok,
Opc-sBkG-a0Gw-yA_k,專屬巨蟹座：心思細膩！體貼呵護！♋️,擁有強烈的觀察力與溫暖的心思，和總是體貼他人的感受，這些莫過於巨蟹座的代名詞了！有哪些西洋歌手是巨蟹座呢？代表人物包含流行天后Ariana Grande和Lana Del Rey，用歌曲唱出她細緻的內心世界；另外還有Imagine Dragons與OneRepublic兩大樂團主唱Dan Reynolds和Ryan Tedder，都以歌聲將最真摯的感情唱給大家聽！除了這些天王天后，以下盤點更多西洋樂壇中的巨蟹座歌手，讓他們的歌聲撫慰你的心！,https://i.kfs.io/playlist/global/62123145v2/cropresize/300x300.jpg,ok,
KmUknkizu5MxEvJEYv,可以專心唸書工作的音樂！,"唸書時工作時總需要一些好讓人專心的歌曲
讓這些歌來陪你刷掉deadline吧
- DJ 蘑菇",https://i.kfs.io/playlist/global/54468399v1/cropresize/300x300.jpg,ok,
9XhH2GMyUFThMktMMx,沒唱到會不開心：男生專屬KTV必點K歌,如果去一趟KTV沒唱到這歌單裡面的二分之一，絕對會不開心！以下推薦優質男生必K抒情經典，保證唱功與傳唱性兼具，選歌sense加到滿分。,https://i.kfs.io/playlist/global/28981973v1/cropresize/300x300.jpg,ok,
GqJRmWhWEvhmsI0LcE,孕婦專屬心靈洗滌音樂,"懷孕不是生病，而是重新定義及認識自己的過程，建議每位孕媽媽不管您孕前是多忙碌的上班族、公司的大主管、家裡的大掌櫃，通通放下吧!!
好好的調整生活步調，靜靜的聆聽由我幫您精選的""心靈洗滌""音樂專輯，好好享受專屬於您的孕程吧!!

圖片出處:harvest365.org",https://i.kfs.io/playlist/global/35345006v1/cropresize/300x300.jpg,ok,
_XZGnrT_q4_JJ9KNzp,專注推薦！馬上進入心流時光✨,,https://i.kfs.io/playlist/global/77372358v1/cropresize/300x300.jpg,ok,
LY8WiJu4UkVZwt_P7i,心碎情人節：傷心者慎入⚠️,"曾經無條件付出，卻換來冷漠；曾經全心全意，最終卻淪為工具人🥲💔
這份歌單收錄那些唱進心坎的歌曲，陪你療癒、釋懷，最後告別錯的人。
今天，不再為別人做過度付出的傻事，這個情人節，就讓音樂陪你度過🌹",https://i.kfs.io/playlist/global/60357798v25/cropresize/300x300.jpg,ok,
XanwkOKuONbo66pzZY,媽媽心情好，我就心情好！,母子連心，保持平靜好心情！,https://i.kfs.io/playlist/global/11352997v1/cropresize/300x300.jpg,ok,
Spm3vvcxARmCaKM2lz,【在家工作BGM】陪你專心的悠揚琴音 - 新古典鋼琴,,https://i.kfs.io/playlist/global/66729227v2/cropresize/300x300.jpg,ok,
Cnufbu_7vvrnCc4AQh,心痛回憶 走心情歌,失戀分手是需要練習的，不哭不哭眼淚是珍珠，學習著長大，聽完這些歌，相信下一個會更好！,https://i.kfs.io/playlist/global/31061490v5/cropresize/300x300.jpg,ok,
